status,power,parkingfield,timestamp,geo_point_2d,totalparkings,location,addresse
AVAILABLE   ,22 kW   ,1           ,2019-11-18T08:57:15+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T09:03:41+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,22 kW   ,1           ,2019-11-18T09:04:01+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T09:09:58+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-18T09:09:16+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,1           ,2019-11-18T09:05:54+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50/22 kW,2           ,2019-11-18T09:11:09+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,1           ,2019-11-18T09:11:25+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,50 kW   ,1           ,2019-11-18T09:11:24+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-18T09:10:18+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,2           ,2019-11-18T09:18:37+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,50/22 kW,1           ,2019-11-18T09:22:37+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50 kW   ,2           ,2019-11-18T09:28:03+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,1           ,2019-11-18T09:29:58+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,2           ,2019-11-18T09:27:11+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50 kW   ,1           ,2019-11-18T09:27:51+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,50/22 kW,2           ,2019-11-18T09:34:45+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,2           ,2019-11-18T09:32:33+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50/22 kW,1           ,2019-11-18T09:33:41+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,2           ,2019-11-18T09:43:25+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,50 kW   ,2           ,2019-11-18T09:41:12+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T09:41:07+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,1           ,2019-11-18T09:43:04+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
OCCUPIED    ,22 kW   ,2           ,2019-11-18T09:47:09+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,50 kW   ,1           ,2019-11-18T09:46:54+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T09:49:17+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,2           ,2019-11-18T09:53:23+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,1           ,2019-11-18T09:52:03+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50 kW   ,1           ,2019-11-18T09:53:39+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T09:58:04+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,50/22 kW,2           ,2019-11-18T10:04:54+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,50/22 kW,2           ,2019-11-18T10:03:48+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,50/22 kW,2           ,2019-11-18T10:04:42+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T10:01:55+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:00:44+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
OCCUPIED    ,50/22 kW,2           ,2019-11-18T10:08:20+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50 kW   ,2           ,2019-11-18T10:09:40+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50 kW   ,1           ,2019-11-18T10:07:09+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-18T10:08:26+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,1           ,2019-11-18T10:14:26+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:16:39+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
OCCUPIED    ,50 kW   ,2           ,2019-11-18T10:15:36+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-18T10:19:38+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,2           ,2019-11-18T10:16:13+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:17:56+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,50 kW   ,2           ,2019-11-18T10:23:28+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,2           ,2019-11-18T10:26:38+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,50 kW   ,2           ,2019-11-18T10:34:26+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:33:22+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,50/22 kW,1           ,2019-11-18T10:39:37+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,2           ,2019-11-18T10:36:47+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:39:13+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,50/22 kW,1           ,2019-11-18T10:36:48+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,50 kW   ,2           ,2019-11-18T10:43:12+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:41:32+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,2           ,2019-11-18T10:47:23+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:49:32+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,2           ,2019-11-18T10:45:32+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:45:39+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T10:45:41+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,2           ,2019-11-18T10:51:09+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,2           ,2019-11-18T10:53:07+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,1           ,2019-11-18T10:52:56+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
OCCUPIED    ,22 kW   ,2           ,2019-11-18T10:58:21+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50 kW   ,1           ,2019-11-18T11:04:44+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,2           ,2019-11-18T11:04:23+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,50 kW   ,1           ,2019-11-18T11:07:52+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-18T11:05:54+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,2           ,2019-11-18T11:09:24+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,50/22 kW,2           ,2019-11-18T11:10:56+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,1           ,2019-11-18T11:10:57+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,2           ,2019-11-18T11:19:25+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50 kW   ,1           ,2019-11-18T11:21:08+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T11:21:24+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T11:29:14+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
OCCUPIED    ,22 kW   ,1           ,2019-11-18T11:27:38+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,50/22 kW,1           ,2019-11-18T11:34:31+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50/22 kW,1           ,2019-11-18T11:39:58+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,50/22 kW,2           ,2019-11-18T11:43:09+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T11:47:35+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,50 kW   ,2           ,2019-11-18T11:47:30+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T11:50:00+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T11:49:40+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T11:51:26+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,2           ,2019-11-18T11:51:16+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-18T11:50:06+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T11:58:52+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,50 kW   ,2           ,2019-11-18T11:55:13+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-18T12:03:17+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,1           ,2019-11-18T12:02:51+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
OCCUPIED    ,22 kW   ,2           ,2019-11-18T12:11:50+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,1           ,2019-11-18T12:13:27+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,50/22 kW,2           ,2019-11-18T12:18:31+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,50 kW   ,2           ,2019-11-18T12:16:45+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-18T12:17:50+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,1           ,2019-11-18T12:15:44+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,2           ,2019-11-18T12:23:43+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-18T12:24:47+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
OCCUPIED    ,50/22 kW,2           ,2019-11-18T12:29:12+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50 kW   ,1           ,2019-11-18T12:26:45+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T12:27:24+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,2           ,2019-11-18T12:28:06+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,2           ,2019-11-18T12:39:52+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,1           ,2019-11-18T12:35:37+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,1           ,2019-11-18T12:36:30+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T12:41:42+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
OCCUPIED    ,50/22 kW,1           ,2019-11-18T12:44:09+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50/22 kW,1           ,2019-11-18T12:43:03+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,22 kW   ,2           ,2019-11-18T12:47:47+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,50/22 kW,2           ,2019-11-18T12:49:24+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T12:53:18+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,2           ,2019-11-18T12:59:14+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,2           ,2019-11-18T13:00:02+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50/22 kW,2           ,2019-11-18T12:58:08+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T12:55:50+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T13:00:07+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-18T13:02:00+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,2           ,2019-11-18T13:06:27+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,2           ,2019-11-18T13:08:12+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,1           ,2019-11-18T13:12:41+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
OCCUPIED    ,22 kW   ,1           ,2019-11-18T13:12:14+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,50 kW   ,2           ,2019-11-18T13:20:49+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,50/22 kW,2           ,2019-11-18T13:25:38+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-18T13:28:10+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,50 kW   ,1           ,2019-11-18T13:32:11+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-18T13:32:48+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T13:33:54+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,50/22 kW,2           ,2019-11-18T13:39:42+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,1           ,2019-11-18T13:35:29+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T13:39:04+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,2           ,2019-11-18T13:44:03+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,22 kW   ,1           ,2019-11-18T13:43:32+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,1           ,2019-11-18T13:40:54+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,50/22 kW,1           ,2019-11-18T13:46:06+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-18T13:54:07+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
OCCUPIED    ,50/22 kW,1           ,2019-11-18T13:53:45+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,2           ,2019-11-18T13:53:06+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T13:55:11+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,2           ,2019-11-18T14:04:17+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-18T14:03:20+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,50/22 kW,2           ,2019-11-18T14:04:23+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T14:07:20+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,2           ,2019-11-18T14:05:52+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T14:14:07+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,2           ,2019-11-18T14:13:09+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,50 kW   ,2           ,2019-11-18T14:24:59+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-18T14:22:31+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,50/22 kW,2           ,2019-11-18T14:26:58+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,50/22 kW,2           ,2019-11-18T14:30:15+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,50/22 kW,2           ,2019-11-18T14:32:56+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-18T14:31:31+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,50 kW   ,1           ,2019-11-18T14:37:51+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T14:39:27+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T14:39:59+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,2           ,2019-11-18T14:44:16+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,50 kW   ,1           ,2019-11-18T14:42:57+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T14:43:34+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T14:41:37+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50/22 kW,1           ,2019-11-18T14:49:11+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
