status,power,parkingfield,timestamp,geo_point_2d,totalparkings,location,addresse
OCCUPIED    ,22 kW   ,1           ,2019-11-18T14:51:27+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,50 kW   ,1           ,2019-11-18T14:52:46+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T14:57:04+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,2           ,2019-11-18T14:58:54+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,50/22 kW,1           ,2019-11-18T15:03:20+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,2           ,2019-11-18T15:03:00+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T15:06:30+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T15:08:31+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,2           ,2019-11-18T15:08:22+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T15:06:41+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,50/22 kW,2           ,2019-11-18T15:10:38+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T15:18:02+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,2           ,2019-11-18T15:15:17+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-18T15:15:15+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,2           ,2019-11-18T15:21:46+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,50 kW   ,2           ,2019-11-18T15:29:06+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-18T15:32:18+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
OCCUPIED    ,22 kW   ,2           ,2019-11-18T15:30:21+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T15:34:55+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T15:44:30+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,50/22 kW,2           ,2019-11-18T15:40:32+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,50/22 kW,2           ,2019-11-18T15:40:21+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-18T15:43:50+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T15:44:08+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50 kW   ,1           ,2019-11-18T15:50:29+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,1           ,2019-11-18T15:52:17+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-18T15:51:44+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T15:59:07+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50 kW   ,2           ,2019-11-18T16:02:12+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,2           ,2019-11-18T16:08:07+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50 kW   ,2           ,2019-11-18T16:07:00+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,2           ,2019-11-18T16:12:57+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,2           ,2019-11-18T16:10:44+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T16:18:55+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,50/22 kW,2           ,2019-11-18T16:17:02+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T16:18:43+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,50/22 kW,2           ,2019-11-18T16:24:50+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,2           ,2019-11-18T16:22:54+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50 kW   ,2           ,2019-11-18T16:23:02+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-18T16:23:31+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,2           ,2019-11-18T16:29:29+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,1           ,2019-11-18T16:27:21+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,2           ,2019-11-18T16:26:53+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,50 kW   ,2           ,2019-11-18T16:32:46+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-18T16:36:13+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T16:38:23+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T16:44:49+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,22 kW   ,1           ,2019-11-18T16:42:12+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,22 kW   ,1           ,2019-11-18T16:48:19+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T16:46:39+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50 kW   ,1           ,2019-11-18T16:56:18+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,1           ,2019-11-18T16:55:25+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-18T17:00:01+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T17:01:09+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,50 kW   ,2           ,2019-11-18T17:08:28+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-18T17:07:20+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,2           ,2019-11-18T17:17:18+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,50/22 kW,1           ,2019-11-18T17:19:58+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,2           ,2019-11-18T17:17:25+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,50/22 kW,1           ,2019-11-18T17:20:04+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50/22 kW,2           ,2019-11-18T17:23:31+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T17:27:53+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,1           ,2019-11-18T17:28:03+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T17:29:27+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T17:31:26+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T17:37:21+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,2           ,2019-11-18T17:37:32+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-18T17:39:39+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,2           ,2019-11-18T17:45:01+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,22 kW   ,2           ,2019-11-18T17:42:09+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T17:41:58+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T17:45:07+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,22 kW   ,1           ,2019-11-18T17:46:55+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,50/22 kW,2           ,2019-11-18T17:54:51+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,22 kW   ,1           ,2019-11-18T17:52:11+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,50/22 kW,1           ,2019-11-18T17:58:40+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-18T18:03:16+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50 kW   ,1           ,2019-11-18T18:02:03+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T18:08:21+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,50 kW   ,2           ,2019-11-18T18:12:46+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-18T18:10:45+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,1           ,2019-11-18T18:18:16+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,1           ,2019-11-18T18:15:27+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,1           ,2019-11-18T18:18:54+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,1           ,2019-11-18T18:20:35+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T18:25:41+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50/22 kW,1           ,2019-11-18T18:29:48+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50/22 kW,2           ,2019-11-18T18:30:02+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T18:32:48+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,1           ,2019-11-18T18:32:26+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,50/22 kW,2           ,2019-11-18T18:30:08+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T18:44:10+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T18:45:18+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,2           ,2019-11-18T18:45:24+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,50/22 kW,2           ,2019-11-18T18:48:09+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,2           ,2019-11-18T18:45:48+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,50 kW   ,1           ,2019-11-18T18:48:22+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-18T18:49:22+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,2           ,2019-11-18T18:48:04+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T18:52:01+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-18T18:53:32+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,50 kW   ,1           ,2019-11-18T18:58:55+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,50/22 kW,2           ,2019-11-18T19:02:24+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,22 kW   ,1           ,2019-11-18T19:02:16+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,50/22 kW,1           ,2019-11-18T19:01:51+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,50 kW   ,2           ,2019-11-18T19:17:09+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-18T19:15:12+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,1           ,2019-11-18T19:23:23+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,1           ,2019-11-18T19:24:11+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,22 kW   ,1           ,2019-11-18T19:27:44+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,2           ,2019-11-18T19:29:09+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,2           ,2019-11-18T19:30:42+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-18T19:34:15+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T19:37:44+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50/22 kW,1           ,2019-11-18T19:39:40+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50/22 kW,2           ,2019-11-18T19:36:41+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,50/22 kW,1           ,2019-11-18T19:44:32+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,2           ,2019-11-18T19:45:39+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,22 kW   ,2           ,2019-11-18T19:53:19+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,2           ,2019-11-18T19:54:09+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,1           ,2019-11-18T19:51:50+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,2           ,2019-11-18T19:53:59+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-18T19:56:44+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,50 kW   ,1           ,2019-11-18T20:04:46+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-18T20:04:29+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-18T20:01:51+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,50/22 kW,2           ,2019-11-18T20:09:44+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,22 kW   ,1           ,2019-11-18T20:12:11+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
OCCUPIED    ,50/22 kW,2           ,2019-11-18T20:16:56+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,1           ,2019-11-18T20:29:57+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,22 kW   ,1           ,2019-11-18T20:27:37+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
OCCUPIED    ,22 kW   ,1           ,2019-11-18T20:31:36+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,2           ,2019-11-18T20:30:59+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T20:35:16+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-18T20:38:43+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,2           ,2019-11-18T20:42:42+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,50 kW   ,2           ,2019-11-18T20:45:04+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,2           ,2019-11-18T20:43:15+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,22 kW   ,2           ,2019-11-18T20:46:01+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,50 kW   ,2           ,2019-11-18T20:48:44+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,1           ,2019-11-18T20:49:24+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
